Sample	theta_1A	theta_2B	theta_3CD	theta_4E	theta_5H	theta_6CDEBAH	theta_7CDEBA	theta_8CDEB	theta_9CDE	tau_6CDEBAH	tau_7CDEBA	tau_8CDEB	tau_9CDE	lnL
605	0.007374	0.00787	0.008857	0.010728	0.005256	0.017133	0.010251	0.015193	0.024041	0.016863	0.007555	0.005469	0.002882	-7854.134
606	0.005118	0.007098	0.008479	0.005917	0.004434	0.008557	0.006566	0.010037	0.015294	0.014139	0.008524	0.003981	0.003843	-7865.182
607	0.005595	0.004652	0.006546	0.008452	0.005625	0.012604	0.006295	0.019738	0.008661	0.013502	0.006347	0.003627	0.002759	-7862.077
608	0.004242	0.004172	0.006769	0.009013	0.004618	0.017426	0.008018	0.011262	0.006189	0.015147	0.00583	0.004873	0.002402	-7860.588
609	0.006655	0.005553	0.008356	0.005771	0.007987	0.007537	0.014469	0.015524	0.012683	0.017237	0.008335	0.005136	0.003142	-7872.778
610	0.004144	0.004747	0.00613	0.005226	0.006273	0.010105	0.005868	0.007015	0.011719	0.016467	0.006339	0.00444	0.003022	-7867.582
611	0.005042	0.005497	0.007879	0.004379	0.004859	0.0151	0.007243	0.015942	0.015901	0.013901	0.007658	0.00505	0.003197	-7864.822
612	0.005006	0.006049	0.005948	0.006188	0.004742	0.01172	0.005336	0.018128	0.010009	0.014867	0.006347	0.00483	0.003089	-7862.698
613	0.006187	0.003833	0.006305	0.008128	0.006907	0.007894	0.005473	0.008914	0.015838	0.016859	0.007567	0.005862	0.003015	-7865.912
614	0.005479	0.003176	0.007852	0.014075	0.004522	0.007896	0.008111	0.007716	0.005265	0.013179	0.005541	0.003882	0.002625	-7850.871
615	0.004501	0.004613	0.008531	0.005661	0.006062	0.010475	0.009562	0.011089	0.020743	0.015149	0.008026	0.004299	0.003722	-7884.623
616	0.004316	0.006478	0.007859	0.007714	0.007042	0.012671	0.008482	0.008162	0.00667	0.013219	0.007943	0.004193	0.002675	-7872.081
617	0.004399	0.004763	0.007439	0.00862	0.005365	0.005084	0.014408	0.008934	0.023981	0.011622	0.006987	0.004375	0.004334	-7863.755
618	0.005814	0.005103	0.007759	0.005193	0.007118	0.023119	0.003117	0.013344	0.01301	0.012732	0.007397	0.005206	0.003817	-7869.064
619	0.005186	0.005916	0.008781	0.008282	0.006411	0.017509	0.004001	0.016203	0.061521	0.01308	0.006745	0.004193	0.002845	-7885.243
620	0.004465	0.00576	0.005739	0.008416	0.008207	0.016891	0.006808	0.008289	0.014148	0.015773	0.007545	0.004757	0.003938	-7865.789
621	0.004825	0.004946	0.004087	0.00726	0.005029	0.018874	0.008114	0.022866	0.033186	0.013213	0.00745	0.005007	0.003997	-7859.028
622	0.004921	0.004991	0.005817	0.006965	0.006075	0.01838	0.009491	0.011857	0.021033	0.010134	0.006249	0.004483	0.003229	-7875.02
623	0.004181	0.00564	0.005974	0.00421	0.003866	0.016894	0.017517	0.01182	0.049847	0.009852	0.007175	0.004963	0.00389	-7871.138
624	0.004185	0.00564	0.005975	0.003822	0.005989	0.018793	0.00651	0.00743	0.018039	0.0143	0.008973	0.004358	0.003189	-7859.671
625	0.00423	0.005217	0.005391	0.00458	0.003525	0.012846	0.013852	0.012579	0.023838	0.011675	0.006063	0.003333	0.002742	-7877.476
626	0.004017	0.005322	0.005686	0.005362	0.006453	0.013124	0.011752	0.008222	0.0384	0.013452	0.006327	0.005116	0.003573	-7862.162
627	0.004939	0.00473	0.005811	0.00702	0.006118	0.024744	0.004542	0.010745	0.010101	0.012298	0.006513	0.004856	0.001467	-7865.673
628	0.006136	0.003419	0.007057	0.007418	0.005056	0.012146	0.005606	0.019203	0.025883	0.014815	0.007684	0.004223	0.004206	-7860.291
629	0.006374	0.00469	0.008589	0.005565	0.006775	0.010235	0.004622	0.015231	0.008643	0.017248	0.007951	0.003714	0.003376	-7855.196
630	0.005036	0.004552	0.007257	0.009609	0.005972	0.014204	0.00756	0.012505	0.011257	0.01566	0.00843	0.004618	0.00287	-7847.334
631	0.005332	0.005982	0.007401	0.009318	0.007073	0.011118	0.00641	0.005595	0.008203	0.015393	0.008726	0.004213	0.003805	-7878.908
632	0.004519	0.004868	0.007192	0.005995	0.004699	0.019068	0.009573	0.010888	0.013705	0.011975	0.005835	0.004253	0.003386	-7865.518
633	0.005261	0.005294	0.005829	0.005549	0.005738	0.023518	0.00743	0.010094	0.023763	0.012073	0.006268	0.004203	0.002897	-7866.896
634	0.005342	0.004877	0.007151	0.006573	0.005783	0.008288	0.007074	0.007665	0.011002	0.012306	0.006964	0.004298	0.002297	-7865.821
635	0.004272	0.003433	0.007245	0.005495	0.005757	0.010399	0.007755	0.009661	0.006318	0.012709	0.006878	0.003736	0.001888	-7868.721
636	0.00477	0.005366	0.006993	0.005801	0.004589	0.009719	0.008166	0.013206	0.017904	0.01496	0.006726	0.00487	0.003275	-7873.605
637	0.005058	0.006466	0.006112	0.005404	0.00434	0.011087	0.007652	0.022496	0.012303	0.01083	0.006711	0.003143	0.003035	-7869.756
638	0.005301	0.004931	0.007092	0.004013	0.005598	0.00801	0.007177	0.010859	0.030023	0.017906	0.00824	0.00467	0.003601	-7861.729
639	0.004492	0.006816	0.004859	0.006778	0.005187	0.005956	0.006315	0.008823	0.015348	0.013929	0.008269	0.004685	0.002861	-7856.804
640	0.00501	0.004355	0.005594	0.006503	0.006415	0.009694	0.006461	0.010893	0.027071	0.015577	0.007329	0.00449	0.002987	-7854.614
641	0.004549	0.005182	0.008733	0.004658	0.007187	0.008325	0.004389	0.016465	0.008142	0.01317	0.006925	0.003663	0.003062	-7868.423
642	0.006553	0.007124	0.007425	0.006529	0.003574	0.0079	0.00683	0.008334	0.014212	0.015178	0.005911	0.004273	0.003721	-7852.843
643	0.006778	0.003891	0.005614	0.007112	0.004225	0.005385	0.00578	0.00982	0.020037	0.015861	0.007498	0.003833	0.001997	-7875.617
644	0.00332	0.005725	0.011814	0.004427	0.006354	0.00884	0.010405	0.010602	0.007743	0.015305	0.009122	0.005437	0.003394	-7888.771
645	0.003755	0.004081	0.005176	0.009596	0.003818	0.026796	0.010328	0.011416	0.011619	0.010874	0.007025	0.003935	0.002692	-7857.391
646	0.007159	0.004122	0.012831	0.003344	0.005827	0.010645	0.004799	0.018491	0.008185	0.015597	0.007443	0.004032	0.002716	-7865.529
647	0.003942	0.00616	0.005224	0.009808	0.005095	0.019517	0.010834	0.016941	0.008496	0.017877	0.008161	0.004305	0.002349	-7879.253
648	0.004057	0.00449	0.006126	0.00368	0.004114	0.014047	0.003576	0.012808	0.004146	0.015122	0.007526	0.004167	0.002045	-7864.989
649	0.004741	0.00435	0.007908	0.006978	0.006646	0.009752	0.006369	0.011621	0.018907	0.015729	0.00657	0.004835	0.002806	-7884.115
650	0.006209	0.004094	0.005634	0.007709	0.004744	0.010884	0.007886	0.019071	0.023511	0.011108	0.006477	0.004573	0.001875	-7886.493
651	0.00584	0.005416	0.006245	0.003669	0.00534	0.009761	0.011203	0.012395	0.015234	0.01329	0.008432	0.003804	0.001893	-7865.416
652	0.005243	0.005561	0.00946	0.015639	0.00412	0.007946	0.005296	0.010492	0.0102	0.009639	0.007166	0.004037	0.00237	-7863.449
653	0.006192	0.004391	0.008393	0.00787	0.006134	0.012172	0.0067	0.010772	0.023778	0.01055	0.005302	0.003966	0.003391	-7865.512
654	0.005054	0.003903	0.008001	0.005571	0.005131	0.016283	0.006661	0.00956	0.013569	0.013023	0.004288	0.003645	0.002047	-7882.478
655	0.006964	0.004007	0.011032	0.005868	0.005806	0.012826	0.00977	0.021129	0.009161	0.017929	0.006009	0.004761	0.002929	-7884.484
656	0.005289	0.002666	0.006724	0.004624	0.005924	0.007348	0.004865	0.033618	0.057465	0.01493	0.007134	0.004204	0.002407	-7861.59
657	0.005742	0.003013	0.006997	0.006301	0.007331	0.010339	0.008671	0.018288	0.007133	0.013134	0.006742	0.004249	0.003726	-7867.289
658	0.004498	0.005231	0.008371	0.011934	0.005798	0.016744	0.005674	0.007441	0.023391	0.013781	0.007357	0.005735	0.002358	-7858.625
659	0.005634	0.004692	0.0069	0.006513	0.007087	0.007816	0.006696	0.014062	0.042804	0.016931	0.007683	0.004467	0.002213	-7861.111
660	0.00478	0.007094	0.008204	0.005647	0.00528	0.005832	0.005256	0.010216	0.014203	0.014244	0.007277	0.004448	0.002693	-7863.651
661	0.005732	0.008251	0.00743	0.007312	0.00625	0.01342	0.012023	0.009002	0.009969	0.016275	0.006704	0.005277	0.002623	-7865.321
662	0.004393	0.004294	0.006267	0.006325	0.003392	0.017217	0.004344	0.007154	0.008601	0.011715	0.006916	0.004306	0.00378	-7862.624
663	0.004917	0.005044	0.007606	0.006816	0.0038	0.014417	0.01002	0.013984	0.00674	0.013617	0.006196	0.004799	0.002603	-7880.839
664	0.005416	0.005435	0.008161	0.004141	0.004945	0.013952	0.010478	0.025811	0.017481	0.011164	0.007029	0.004188	0.002235	-7863.804
665	0.005434	0.004279	0.005566	0.011912	0.004632	0.015538	0.005642	0.020828	0.01503	0.011233	0.005339	0.00367	0.003537	-7863.411
666	0.005092	0.005598	0.005285	0.005024	0.004831	0.019127	0.006429	0.007538	0.007386	0.011107	0.005431	0.004317	0.003965	-7873.518
667	0.00488	0.005433	0.007128	0.006328	0.004093	0.017194	0.006764	0.01284	0.020209	0.009803	0.005799	0.003665	0.002964	-7865.262
668	0.004646	0.006379	0.008178	0.004628	0.004885	0.011363	0.007064	0.010998	0.007298	0.012142	0.006371	0.005604	0.002386	-7863.644
669	0.005836	0.003396	0.006138	0.010003	0.006228	0.009601	0.008644	0.013066	0.017113	0.010186	0.007442	0.004114	0.002799	-7859.045
670	0.004334	0.004395	0.007387	0.013059	0.00594	0.02237	0.007312	0.014032	0.005322	0.011675	0.008708	0.004156	0.003199	-7870.276
671	0.004868	0.004255	0.006893	0.009209	0.005543	0.015015	0.006555	0.005069	0.011006	0.012025	0.007235	0.004584	0.003471	-7882.692
672	0.005597	0.005357	0.008592	0.007938	0.005108	0.006796	0.007773	0.007744	0.017617	0.01499	0.007329	0.004622	0.001552	-7864.258
673	0.005713	0.004922	0.008125	0.005025	0.008034	0.011124	0.003552	0.02787	0.01133	0.01646	0.006486	0.003975	0.003616	-7867.934
674	0.00486	0.006088	0.009444	0.008531	0.006136	0.022392	0.009217	0.007418	0.012543	0.012334	0.006027	0.003961	0.00204	-7859.5
675	0.005517	0.005193	0.006967	0.007692	0.006014	0.006961	0.01026	0.008168	0.01101	0.012835	0.007191	0.005878	0.002917	-7869.856
676	0.005823	0.004166	0.005367	0.006823	0.004272	0.02137	0.005516	0.012669	0.010354	0.013138	0.007473	0.005468	0.002896	-7871.195
677	0.005076	0.005158	0.004409	0.004997	0.00761	0.009053	0.005963	0.00878	0.025646	0.013371	0.008341	0.004521	0.00289	-7869.259
678	0.006418	0.005511	0.00768	0.010086	0.0054	0.008129	0.004536	0.008528	0.066475	0.012721	0.007698	0.005245	0.00308	-7870.829
679	0.006604	0.005276	0.006262	0.005145	0.005556	0.014682	0.005382	0.009615	0.016449	0.014427	0.007286	0.004583	0.002902	-7869.087
680	0.004414	0.003922	0.005119	0.005452	0.007329	0.013679	0.004998	0.007938	0.025613	0.014065	0.007818	0.004077	0.002594	-7866.437
681	0.004042	0.004267	0.005433	0.006744	0.005676	0.011819	0.006494	0.007382	0.014758	0.014351	0.006993	0.005287	0.003487	-7868.192
682	0.003711	0.003405	0.005608	0.006192	0.006633	0.00714	0.004373	0.029992	0.018924	0.016954	0.009119	0.004203	0.003448	-7870.331
683	0.004065	0.004309	0.008717	0.009401	0.007781	0.010745	0.004599	0.010725	0.011287	0.013178	0.00709	0.003991	0.003416	-7862.181
684	0.004881	0.003716	0.006853	0.004838	0.008008	0.009783	0.006593	0.021336	0.017285	0.017779	0.007493	0.004607	0.002661	-7862.79
685	0.003747	0.004552	0.008734	0.008085	0.005197	0.008067	0.00689	0.008374	0.006245	0.014495	0.005903	0.004194	0.002568	-7872.707
686	0.004195	0.00525	0.006536	0.008139	0.00606	0.012332	0.008044	0.013419	0.006833	0.011096	0.006279	0.003908	0.003848	-7859.132
687	0.003567	0.004343	0.006853	0.009333	0.006524	0.012776	0.004317	0.023465	0.01047	0.010346	0.005615	0.004262	0.002257	-7873.202
688	0.005197	0.003585	0.008241	0.008376	0.007344	0.022603	0.00546	0.019061	0.006676	0.010587	0.006891	0.004713	0.004589	-7857.795
689	0.00508	0.006266	0.012377	0.01797	0.005805	0.018482	0.010797	0.010905	0.021056	0.012887	0.00666	0.004226	0.004051	-7877.978
690	0.005127	0.005209	0.00741	0.006103	0.005549	0.018256	0.008387	0.011277	0.019683	0.0113	0.007605	0.004805	0.002576	-7874.589
691	0.004854	0.004127	0.00636	0.006439	0.0041	0.010817	0.007693	0.013266	0.009145	0.010535	0.005728	0.005169	0.002485	-7878.568
692	0.005349	0.003815	0.005074	0.006544	0.005176	0.009317	0.005644	0.014369	0.008577	0.010204	0.008213	0.003442	0.002581	-7864.258
693	0.004588	0.00478	0.007145	0.00598	0.005041	0.010586	0.007109	0.013142	0.014548	0.010612	0.006343	0.003835	0.002387	-7865.393
694	0.004889	0.006926	0.008444	0.004891	0.004679	0.009321	0.007059	0.009994	0.021185	0.013308	0.008101	0.005081	0.002312	-7863.771
695	0.006669	0.005947	0.009241	0.007479	0.004453	0.006474	0.01008	0.015356	0.023046	0.017634	0.006068	0.003789	0.001914	-7858.261
696	0.005061	0.006454	0.005378	0.004344	0.004949	0.028365	0.004494	0.011958	0.015574	0.013952	0.00852	0.005382	0.003065	-7872.822
697	0.004885	0.003862	0.004847	0.005259	0.004759	0.020493	0.006771	0.007133	0.015425	0.014966	0.00611	0.004678	0.001296	-7862.241
698	0.005417	0.003369	0.006638	0.003498	0.005727	0.02303	0.005974	0.010849	0.01969	0.012643	0.006628	0.00334	0.002591	-7847.225
699	0.005597	0.00392	0.007157	0.013007	0.004592	0.016541	0.00603	0.009278	0.011156	0.015487	0.007254	0.003562	0.002848	-7859.075
700	0.007241	0.00476	0.008197	0.004018	0.004225	0.009492	0.008327	0.006894	0.009374	0.012426	0.007497	0.003694	0.002382	-7868.618
701	0.006501	0.004783	0.006626	0.005559	0.005284	0.010553	0.005378	0.005897	0.013964	0.0142	0.006642	0.003904	0.003768	-7887.496
702	0.007485	0.006774	0.005649	0.007355	0.00434	0.015844	0.008769	0.011861	0.008663	0.010193	0.00693	0.003474	0.002538	-7886.876
703	0.004797	0.004507	0.006585	0.004445	0.006496	0.042576	0.012687	0.013917	0.015091	0.013095	0.00644	0.004334	0.002876	-7869.69
704	0.00406	0.005098	0.005126	0.013355	0.006365	0.010249	0.007185	0.008986	0.016295	0.010867	0.007583	0.004615	0.003657	-7871.693
705	0.005715	0.002949	0.005677	0.006393	0.005852	0.006731	0.004085	0.029921	0.018158	0.011865	0.008387	0.004296	0.003878	-7866.482
706	0.005601	0.00289	0.00514	0.005782	0.005736	0.015142	0.008276	0.007558	0.011111	0.015095	0.007691	0.005352	0.002634	-7869.161
707	0.004979	0.004888	0.009161	0.011365	0.006477	0.008249	0.011321	0.015204	0.010727	0.01728	0.008044	0.004641	0.003321	-7863.214
708	0.00601	0.005397	0.004936	0.011024	0.004453	0.009982	0.004798	0.005355	0.023149	0.014189	0.007171	0.004763	0.002731	-7862.611
709	0.004153	0.004993	0.008091	0.007114	0.004985	0.012242	0.007153	0.01214	0.009746	0.014541	0.007153	0.005812	0.003285	-7856.171
710	0.005053	0.004496	0.007177	0.005612	0.005307	0.009261	0.005125	0.014675	0.006348	0.012327	0.005573	0.005229	0.003748	-7878.348
711	0.005509	0.0069	0.00545	0.011005	0.006343	0.010951	0.004473	0.012941	0.022623	0.013733	0.007017	0.005163	0.00471	-7871.597
712	0.005665	0.005718	0.004957	0.004107	0.005758	0.012538	0.007651	0.011289	0.013499	0.017676	0.008662	0.005585	0.002731	-7876.985
713	0.0066	0.003636	0.006072	0.005265	0.00602	0.017742	0.01006	0.018963	0.014603	0.013792	0.006825	0.003592	0.002108	-7852.805
714	0.006058	0.005207	0.006535	0.014753	0.004756	0.006314	0.009204	0.010862	0.010407	0.016034	0.00768	0.005176	0.001715	-7872.378
715	0.003988	0.005237	0.008521	0.005094	0.004955	0.008767	0.012408	0.018312	0.010033	0.013301	0.007627	0.005276	0.00183	-7854.288
716	0.004039	0.003327	0.004981	0.005558	0.004581	0.009175	0.007662	0.009936	0.024407	0.016377	0.007146	0.004554	0.002654	-7848.713
717	0.003352	0.003917	0.007091	0.011729	0.00397	0.009892	0.010842	0.012425	0.007812	0.015572	0.005936	0.003506	0.003075	-7880.512
718	0.009098	0.004245	0.005342	0.006255	0.005781	0.007345	0.004956	0.011533	0.010687	0.016091	0.008162	0.004506	0.003842	-7881.628
719	0.006282	0.005313	0.006368	0.008666	0.005222	0.009202	0.007266	0.014068	0.010623	0.014882	0.008216	0.004484	0.002291	-7866.123
720	0.006828	0.003881	0.006485	0.008445	0.004995	0.007207	0.008126	0.012881	0.017473	0.012315	0.006736	0.004364	0.001665	-7864.485
721	0.006269	0.004628	0.006938	0.00347	0.005799	0.01606	0.009915	0.008419	0.012519	0.011652	0.008342	0.005087	0.003518	-7884.727
722	0.005204	0.004583	0.008219	0.011721	0.003973	0.013651	0.009845	0.007563	0.015347	0.011656	0.008801	0.005243	0.002348	-7858.844
723	0.005247	0.005706	0.00438	0.004818	0.004647	0.017249	0.009287	0.006125	0.024541	0.011559	0.006498	0.004881	0.002398	-7870.1
724	0.004083	0.003621	0.006442	0.013832	0.005205	0.009019	0.008063	0.038409	0.008262	0.011016	0.006154	0.004538	0.002459	-7863.516
725	0.005295	0.004259	0.005505	0.010199	0.005075	0.005976	0.007502	0.007458	0.013655	0.01696	0.007999	0.005177	0.003426	-7869.611
726	0.004048	0.005743	0.007355	0.012626	0.005777	0.011466	0.006637	0.029129	0.023936	0.01352	0.008449	0.003707	0.002664	-7869.789
727	0.004216	0.005427	0.007016	0.009483	0.005477	0.005613	0.011168	0.006195	0.008937	0.01666	0.007188	0.004001	0.002888	-7866.842
728	0.005423	0.005377	0.009226	0.009874	0.005474	0.007271	0.006914	0.011834	0.012807	0.014032	0.007084	0.003585	0.003559	-7871.745
729	0.006606	0.00655	0.005717	0.013772	0.006554	0.011927	0.008908	0.012316	0.097894	0.013637	0.008831	0.004074	0.00398	-7875.415
730	0.004408	0.003675	0.005725	0.005359	0.008732	0.014193	0.005832	0.021518	0.152543	0.009869	0.005365	0.003187	0.001483	-7870.55
731	0.005323	0.007432	0.00521	0.005789	0.006273	0.021429	0.010638	0.009043	0.039705	0.013454	0.007493	0.004097	0.003777	-7888.569
732	0.006169	0.007133	0.006326	0.010154	0.006157	0.030372	0.009481	0.005629	0.004431	0.010065	0.00608	0.004376	0.002218	-7866.064
733	0.005655	0.003426	0.006391	0.008881	0.00678	0.009463	0.005623	0.007673	0.014926	0.01177	0.007935	0.005389	0.002731	-7862.985
734	0.00565	0.004498	0.004099	0.007416	0.005481	0.011129	0.007209	0.012814	0.029196	0.013981	0.00577	0.0043	0.001054	-7857.009
735	0.004505	0.004289	0.004748	0.006675	0.006348	0.010607	0.006844	0.00631	0.010147	0.015736	0.007438	0.005319	0.002526	-7878.359
736	0.005876	0.004823	0.00644	0.005612	0.005861	0.006463	0.010476	0.01042	0.011021	0.016269	0.00858	0.005179	0.00302	-7872.016
737	0.006552	0.006094	0.006632	0.007147	0.006036	0.005608	0.006337	0.007412	0.016862	0.016691	0.007597	0.004934	0.002561	-7861.333
738	0.007153	0.004358	0.006209	0.011511	0.005924	0.010012	0.015145	0.008519	0.008196	0.017609	0.007327	0.006129	0.001856	-7874.496
739	0.004777	0.005415	0.006882	0.005102	0.004425	0.009274	0.002788	0.014007	0.003675	0.014408	0.006985	0.003997	0.002965	-7866.883
740	0.003386	0.004836	0.005812	0.007067	0.004381	0.008926	0.003346	0.008806	0.021359	0.018382	0.007045	0.004429	0.001623	-7858.798
741	0.00493	0.005456	0.007225	0.009731	0.005644	0.007513	0.007056	0.009	0.018653	0.016357	0.007303	0.004462	0.002576	-7883.721
742	0.003495	0.003986	0.00769	0.008257	0.007149	0.00768	0.00847	0.026498	0.026734	0.015523	0.005157	0.004145	0.00302	-7872.155
743	0.004384	0.004011	0.008144	0.007166	0.007571	0.012968	0.008532	0.014564	0.012139	0.014918	0.00547	0.004257	0.002611	-7877.511
744	0.00525	0.004918	0.009245	0.007322	0.006564	0.023818	0.00609	0.020904	0.011599	0.011735	0.006936	0.005208	0.002293	-7863.034
745	0.004082	0.004069	0.005569	0.008957	0.005788	0.007952	0.007747	0.012527	0.012369	0.010698	0.006863	0.005452	0.003313	-7854.456
746	0.004846	0.004624	0.006702	0.007223	0.006965	0.010944	0.009139	0.008691	0.011455	0.013764	0.009097	0.005243	0.004615	-7865.92
747	0.004298	0.006404	0.00797	0.005283	0.006815	0.018816	0.007597	0.007417	0.010166	0.015414	0.006785	0.005427	0.003751	-7870.74
748	0.00364	0.004383	0.00617	0.006554	0.004007	0.005764	0.008358	0.014598	0.009886	0.012798	0.005591	0.003717	0.002453	-7852.607
749	0.003093	0.004396	0.008738	0.006387	0.006128	0.011502	0.013523	0.020249	0.011931	0.012435	0.005229	0.004132	0.001932	-7862.047
750	0.006387	0.005429	0.006336	0.008538	0.005977	0.007	0.005304	0.010559	0.027565	0.019906	0.008702	0.004468	0.002007	-7866.066
751	0.003973	0.005626	0.00465	0.004773	0.003257	0.007128	0.012763	0.007752	0.01046	0.013694	0.007695	0.004778	0.002161	-7864.623
752	0.006093	0.004714	0.006541	0.005482	0.00468	0.007562	0.008127	0.016414	0.017854	0.012528	0.005651	0.003971	0.002468	-7847.831
753	0.005327	0.005224	0.004507	0.00516	0.004571	0.006527	0.007397	0.011384	0.015571	0.012807	0.005578	0.003097	0.001795	-7865.498
754	0.004817	0.006107	0.007991	0.006136	0.004281	0.010792	0.009451	0.013562	0.02704	0.013188	0.007481	0.003307	0.002269	-7856.466
755	0.005327	0.006519	0.007053	0.007367	0.005282	0.006425	0.011858	0.013606	0.022283	0.01335	0.008024	0.004417	0.003702	-7881.878
756	0.003381	0.005516	0.006156	0.004302	0.004714	0.027131	0.005907	0.007499	0.026089	0.011986	0.007468	0.00454	0.003258	-7874.275
757	0.005262	0.005802	0.008423	0.004469	0.006259	0.012256	0.006443	0.011289	0.020591	0.011659	0.006682	0.003927	0.001484	-7852.75
758	0.005205	0.004275	0.006157	0.003973	0.005949	0.014236	0.007612	0.009113	0.013974	0.011105	0.006455	0.004332	0.003882	-7868.474
759	0.005723	0.004935	0.007895	0.005773	0.005567	0.014362	0.004596	0.01172	0.006338	0.012408	0.006841	0.003533	0.002163	-7872.518
760	0.003621	0.003446	0.007167	0.004968	0.006349	0.011231	0.016629	0.018039	0.017914	0.012597	0.006893	0.003383	0.00331	-7876.704
761	0.005692	0.005195	0.009318	0.004246	0.006657	0.011825	0.009508	0.008973	0.013268	0.014741	0.007359	0.003768	0.002859	-7857.952
762	0.005795	0.004913	0.00516	0.006366	0.0046	0.008031	0.006213	0.011506	0.017967	0.015717	0.007444	0.00267	0.001901	-7849.115
